# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,0
4000,0,0,0
5000,0,0,1
6000,0,0,2
7000,0,0,2
8000,0,0,2
9000,0,0,3
10000,0,0,4
11000,0,0,4
12000,0,0,5
13000,0,0,5
14000,0,0,6
15000,0,0,6
16000,0,0,7
17000,0,0,7
18000,0,0,7
19000,0,1,7
20000,0,1,7
21000,0,1,7
22000,0,1,7
23000,0,1,7
24000,0,1,7
25000,0,1,7
26000,0,1,7
27000,0,1,8
28000,0,1,8
29000,0,1,8
30000,0,2,9
31000,0,2,10
32000,0,2,10
33000,0,2,11
34000,0,2,13
35000,0,2,14
36000,0,2,14
37000,0,2,14
38000,0,2,16
39000,0,2,18
40000,0,4,18
41000,0,4,18
42000,0,4,20
43000,0,6,21
44000,0,6,23
45000,0,6,23
46000,0,6,25
47000,0,6,26
48000,0,6,26
49000,0,6,26
50000,0,6,26
51000,0,7,27
52000,0,7,27
53000,0,7,27
54000,0,7,27
55000,0,7,27
56000,0,7,28
57000,0,7,29
58000,0,7,29
59000,0,7,29
60000,0,8,31
61000,0,8,34
62000,0,8,34
63000,0,8,35
64000,0,8,36
65000,0,8,37
66000,0,8,38
67000,0,8,38
68000,0,8,38
69000,0,8,39
70000,0,8,39
71000,0,8,39
72000,0,9,40
73000,0,9,41
74000,0,9,41
75000,0,9,42
76000,0,9,43
77000,0,10,43
78000,0,10,44
79000,0,10,46
80000,0,10,47
81000,0,10,48
82000,0,10,49
83000,0,10,51
84000,0,11,52
85000,0,11,52
86000,0,11,52
87000,0,11,53
88000,0,11,54
89000,0,11,54
90000,0,11,55
91000,0,11,55
92000,0,11,56
93000,0,11,57
94000,0,11,59
95000,0,11,60
96000,0,11,61
97000,0,11,62
98000,0,12,63
99000,0,12,64
100000,0,12,65
101000,0,12,67
102000,0,12,67
103000,0,12,68
104000,0,12,69
105000,0,12,71
106000,0,12,71
107000,0,13,71
108000,0,13,74
109000,0,13,74
110000,0,13,75
111000,0,13,76
112000,0,13,76
113000,0,14,76
114000,0,14,76
115000,0,14,76
116000,0,14,76
117000,0,14,78
118000,0,14,79
119000,0,14,79
120000,0,14,79
121000,0,14,79
122000,0,14,80
123000,0,14,82
124000,0,14,82
125000,0,14,82
126000,0,14,82
127000,0,15,82
128000,0,15,83
129000,0,15,84
130000,0,16,84
131000,0,16,88
132000,0,16,88
133000,0,17,88
134000,0,17,88
135000,0,17,89
136000,0,17,89
137000,0,17,90
138000,0,17,90
139000,0,17,91
140000,0,17,92
141000,0,17,94
142000,0,17,94
143000,0,17,95
144000,0,19,95
145000,0,19,95
146000,0,19,96
147000,0,19,96
148000,0,19,96
149000,0,19,97
150000,0,19,97
151000,0,19,99
152000,0,19,99
153000,0,19,99
154000,0,20,101
155000,0,20,101
156000,0,20,102
157000,0,20,102
158000,0,20,103
159000,0,20,104
160000,0,20,104
161000,0,20,104
162000,0,20,104
163000,0,20,104
164000,0,20,105
165000,0,20,106
166000,0,20,106
167000,0,20,107
168000,0,20,107
169000,0,20,109
170000,0,20,109
171000,0,20,110
172000,0,20,110
173000,0,21,112
174000,0,22,113
175000,0,22,114
176000,0,22,116
177000,0,23,117
178000,0,23,118
179000,0,23,119
180000,0,23,121
181000,0,23,121
182000,0,23,121
183000,0,23,123
184000,0,23,124
185000,0,23,125
186000,0,23,125
187000,0,23,125
188000,0,23,126
189000,0,23,126
190000,0,23,126
191000,0,23,126
192000,0,23,126
193000,0,24,129
194000,0,24,131
195000,0,24,131
196000,0,24,132
197000,0,25,132
198000,0,25,133
199000,0,25,133
200000,0,25,134
201000,0,25,134
202000,0,25,134
203000,0,25,135
204000,0,25,135
205000,0,25,135
206000,0,25,135
207000,0,25,135
208000,0,25,135
209000,0,25,135
210000,0,25,135
211000,0,25,136
212000,0,25,136
213000,0,25,137
214000,0,25,137
215000,0,25,138
216000,0,25,138
217000,0,27,138
218000,0,27,138
219000,0,27,139
220000,0,27,139
221000,0,27,140
222000,0,27,140
223000,0,27,140
224000,0,27,140
225000,0,27,140
226000,0,27,141
227000,0,27,141
228000,0,27,141
229000,0,27,142
230000,0,27,142
231000,0,27,142
232000,0,27,142
233000,0,27,142
234000,0,27,142
235000,0,28,142
236000,0,29,142
237000,0,29,143
238000,0,29,144
239000,0,29,144
240000,0,29,144
241000,0,29,144
242000,0,29,144
243000,0,29,144
244000,0,29,145
245000,0,29,145
246000,0,29,145
247000,0,29,145
248000,0,29,145
249000,0,29,145
250000,0,29,145
251000,0,29,146
252000,0,29,146
253000,0,29,146
254000,0,29,147
255000,0,29,148
256000,0,30,149
257000,0,30,151
258000,0,31,151
259000,0,31,152
260000,0,31,154
261000,0,31,154
262000,0,31,154
263000,0,31,154
264000,0,31,154
265000,0,32,154
266000,0,32,155
267000,0,32,156
268000,0,33,157
269000,0,33,157
270000,0,33,158
271000,0,33,160
272000,0,33,160
273000,0,33,161
