# clock,collected_food
1000,0,
2000,0,
3000,1,
4000,2,
5000,3,
6000,5,
7000,6,
8000,6,
9000,7,
10000,8,
11000,10,
12000,11,
13000,11,
14000,12,
15000,14,
16000,15,
17000,15,
18000,15,
19000,16,
20000,17,
21000,17,
22000,18,
23000,20,
24000,23,
25000,24,
26000,24,
27000,25,
28000,26,
29000,26,
30000,29,
31000,29,
32000,29,
33000,29,
34000,30,
35000,30,
36000,30,
37000,30,
38000,30,
39000,32,
40000,32,
41000,34,
42000,35,
43000,36,
44000,36,
45000,37,
46000,40,
47000,41,
48000,41,
49000,42,
50000,43,
51000,44,
52000,46,
53000,46,
54000,48,
55000,49,
56000,49,
57000,50,
58000,50,
59000,51,
60000,53,
61000,53,
62000,53,
63000,54,
64000,57,
65000,57,
66000,60,
67000,60,
68000,60,
69000,61,
70000,62,
71000,64,
72000,65,
73000,67,
74000,68,
75000,71,
76000,71,
77000,71,
78000,71,
79000,72,
80000,73,
81000,75,
82000,75,
83000,75,
84000,77,
85000,79,
86000,80,
87000,81,
88000,82,
89000,83,
90000,83,
91000,84,
92000,84,
93000,85,
94000,86,
95000,88,
96000,88,
97000,88,
98000,89,
99000,89,
100000,91,
