# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,1,0,1
4000,1,0,1
5000,1,0,1
6000,1,0,1
7000,1,0,2
8000,1,0,2
9000,1,0,3
10000,2,0,3
11000,2,0,3
12000,2,0,4
13000,2,0,4
14000,2,0,5
15000,2,0,6
16000,2,0,6
17000,3,0,6
18000,3,0,8
19000,4,0,8
20000,4,0,8
21000,4,0,9
22000,4,0,9
23000,5,0,10
24000,5,0,11
25000,5,0,11
26000,5,0,11
