# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,1
3000,0,0,2
4000,0,0,4
5000,1,0,5
6000,1,0,6
7000,1,0,6
8000,1,0,7
9000,2,0,8
10000,2,0,10
11000,2,1,10
12000,2,1,11
13000,3,1,13
14000,3,1,14
15000,3,3,16
16000,4,3,16
17000,4,3,17
18000,5,3,19
19000,6,4,19
20000,6,4,19
21000,6,5,20
22000,7,5,20
23000,8,5,20
24000,8,5,20
25000,9,7,20
26000,10,7,21
27000,10,7,21
28000,10,7,21
29000,10,8,21
30000,11,8,21
31000,12,8,22
32000,12,8,22
33000,13,8,25
34000,14,9,27
35000,15,9,27
36000,15,10,28
37000,16,10,30
38000,16,11,30
39000,16,12,31
40000,18,12,31
41000,18,12,31
42000,18,13,31
43000,19,13,31
44000,19,14,32
45000,20,14,32
46000,20,15,32
47000,20,15,32
48000,21,15,35
49000,22,16,35
50000,22,17,36
51000,22,17,37
52000,23,17,37
53000,24,18,37
54000,24,19,37
55000,25,19,37
56000,26,19,37
57000,27,19,38
58000,28,20,39
59000,28,21,41
60000,29,21,42
61000,29,21,42
62000,30,21,44
63000,31,22,45
64000,31,23,46
65000,33,23,46
66000,33,23,46
67000,34,23,46
68000,35,23,49
69000,35,25,50
70000,35,25,50
71000,36,25,50
72000,37,25,52
73000,37,25,52
74000,38,27,53
75000,39,27,53
76000,39,27,53
77000,40,27,54
78000,41,28,55
79000,41,29,56
80000,41,29,57
81000,42,29,59
82000,43,29,60
83000,43,31,61
84000,43,31,61
85000,44,31,61
86000,45,31,65
87000,45,31,65
88000,45,33,67
89000,46,33,67
90000,47,33,67
91000,47,33,69
92000,48,34,69
93000,49,35,70
94000,50,35,70
95000,50,35,70
96000,50,35,71
97000,50,35,72
98000,51,37,73
99000,51,37,73
100000,52,37,73
