# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,0
4000,0,0,0
5000,0,0,1
6000,0,0,1
7000,0,0,2
8000,0,0,2
9000,0,0,2
10000,0,0,4
11000,0,0,4
12000,0,0,5
13000,0,0,5
14000,0,0,6
15000,0,0,8
16000,0,0,9
17000,0,0,9
18000,0,0,11
19000,0,0,13
20000,0,1,14
21000,0,1,14
22000,0,1,14
23000,0,1,15
24000,0,1,15
25000,0,1,16
26000,0,1,17
27000,0,1,17
28000,0,1,18
29000,0,1,18
30000,0,1,19
31000,0,2,19
32000,0,2,22
33000,0,2,22
34000,0,2,24
35000,0,2,25
36000,0,2,27
37000,0,2,27
38000,0,3,27
39000,0,3,28
40000,0,3,30
41000,0,3,31
42000,0,3,32
43000,0,4,33
44000,0,4,33
45000,0,4,34
46000,0,4,35
47000,0,4,35
48000,0,4,35
49000,0,4,35
50000,0,4,35
51000,0,4,37
52000,0,5,37
53000,0,5,38
54000,0,5,40
55000,0,5,42
56000,0,5,43
57000,0,5,43
58000,0,5,44
59000,0,5,45
60000,0,6,47
61000,0,6,49
62000,0,6,49
63000,0,6,51
64000,0,6,51
65000,0,6,52
66000,0,6,53
67000,0,6,55
68000,0,6,55
69000,0,6,55
70000,0,6,55
71000,0,6,56
72000,0,7,58
73000,0,7,58
74000,0,7,60
75000,0,7,62
76000,0,7,62
77000,0,7,63
78000,0,8,64
79000,0,8,68
80000,0,8,68
81000,0,8,71
82000,0,8,72
83000,0,8,72
84000,0,8,73
85000,0,8,74
86000,0,8,74
87000,0,8,75
88000,0,8,75
89000,0,8,75
90000,0,8,75
91000,0,8,77
92000,0,9,79
93000,0,9,79
94000,0,9,79
95000,0,9,81
96000,0,9,81
97000,0,9,83
98000,0,9,84
99000,0,9,84
100000,0,9,85
101000,0,9,86
102000,0,9,86
103000,0,9,87
104000,0,9,87
105000,0,9,87
106000,0,10,88
107000,0,10,91
108000,0,10,91
109000,0,10,91
110000,0,11,93
111000,0,11,94
112000,0,11,94
113000,0,11,94
114000,0,11,95
115000,0,11,97
116000,0,11,98
117000,0,11,98
118000,0,11,100
119000,0,11,101
120000,0,11,102
121000,0,11,103
122000,0,11,104
123000,0,11,106
124000,0,11,106
125000,0,11,106
126000,0,11,107
127000,0,11,107
128000,0,11,107
129000,0,12,110
130000,0,12,110
131000,0,12,112
132000,0,12,112
133000,0,12,112
134000,0,12,113
135000,0,12,114
136000,0,12,114
137000,0,12,114
138000,0,12,114
139000,0,12,115
140000,0,12,115
141000,0,12,116
142000,0,12,116
143000,0,12,116
144000,0,13,118
145000,0,14,123
146000,0,14,123
147000,0,14,123
148000,0,14,124
149000,0,14,124
150000,0,14,125
151000,0,14,125
152000,0,14,126
153000,0,14,126
154000,0,14,126
155000,0,14,126
156000,0,14,126
157000,0,14,126
158000,0,14,126
159000,0,14,126
160000,0,14,126
161000,0,14,126
162000,0,14,126
163000,0,14,126
164000,0,14,126
165000,0,15,127
166000,0,15,130
167000,0,15,131
168000,0,15,131
169000,0,15,131
170000,0,15,132
171000,0,15,132
172000,0,15,132
173000,0,15,133
174000,0,15,134
175000,0,16,134
176000,0,16,134
177000,0,16,134
178000,0,16,134
179000,0,16,134
180000,0,16,134
181000,0,16,134
182000,0,16,135
183000,0,16,135
184000,0,16,135
185000,0,16,135
186000,0,16,135
187000,0,16,135
188000,0,17,136
189000,0,17,137
190000,0,17,137
191000,0,17,137
192000,0,17,137
193000,0,17,139
194000,0,17,140
195000,0,17,140
196000,0,18,140
197000,0,18,141
198000,0,18,143
199000,0,18,145
200000,0,18,146
201000,0,18,146
202000,0,18,146
203000,0,18,147
204000,0,18,147
205000,0,18,147
206000,0,18,147
207000,0,18,149
208000,0,19,150
209000,0,19,150
210000,0,19,150
211000,0,19,152
212000,0,19,152
213000,0,19,153
214000,0,19,154
215000,0,19,155
216000,0,19,155
217000,0,19,155
218000,0,19,155
219000,0,19,157
220000,0,19,157
221000,0,19,158
222000,0,19,159
223000,0,19,159
224000,0,19,160
225000,0,19,162
226000,0,19,162
227000,0,19,162
228000,0,19,163
229000,0,19,164
230000,0,19,164
231000,0,19,164
232000,0,19,165
233000,0,19,165
234000,0,20,165
235000,0,20,166
236000,0,20,168
237000,0,20,168
238000,0,20,169
239000,0,20,169
240000,0,20,169
241000,0,20,171
242000,0,21,172
243000,0,21,173
244000,0,21,174
245000,0,21,176
246000,0,21,177
247000,0,21,178
248000,0,21,178
249000,0,22,180
250000,0,22,181
251000,0,22,181
252000,0,22,183
253000,0,22,183
254000,0,22,183
255000,0,22,184
256000,0,22,185
257000,0,22,187
258000,0,22,188
259000,0,23,189
260000,0,23,189
261000,0,24,191
262000,0,24,191
263000,0,24,191
264000,0,24,193
265000,0,24,194
266000,0,24,195
267000,0,24,196
268000,0,24,197
269000,0,24,197
270000,0,24,199
271000,0,24,199
272000,0,24,200
273000,0,24,201
