# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,2,0,0
3000,3,0,0
4000,6,0,0
5000,7,0,0
6000,12,0,0
7000,13,0,0
8000,16,0,0
9000,17,0,0
10000,18,0,0
11000,20,0,0
12000,22,0,0
13000,23,0,0
14000,26,0,0
15000,28,0,0
16000,30,0,0
17000,31,0,0
18000,35,0,0
19000,37,0,0
20000,38,0,0
21000,39,0,0
22000,40,0,0
23000,40,0,0
24000,43,0,0
25000,44,0,0
26000,46,0,0
27000,47,0,0
28000,47,0,0
29000,52,0,0
30000,52,0,0
31000,54,0,0
32000,55,0,0
33000,56,0,0
34000,59,0,0
35000,61,0,0
36000,64,0,0
37000,67,0,0
38000,68,0,0
39000,70,0,0
40000,71,0,0
41000,74,0,0
42000,78,0,0
43000,79,0,0
44000,80,0,0
45000,87,0,0
46000,88,0,0
47000,88,0,0
48000,88,0,0
49000,91,0,0
50000,94,0,0
51000,96,0,0
52000,97,0,0
53000,98,0,0
54000,101,0,0
55000,103,0,0
56000,107,0,0
57000,107,0,0
58000,107,0,0
59000,109,0,0
60000,113,0,0
61000,114,0,0
62000,116,0,0
63000,117,0,0
64000,118,0,0
65000,120,0,0
66000,121,0,0
67000,122,0,0
68000,124,0,0
69000,126,0,0
70000,126,0,0
71000,130,0,0
72000,130,0,0
73000,130,0,0
74000,134,0,0
75000,137,0,0
76000,138,0,0
77000,139,0,0
78000,142,0,0
79000,144,0,0
80000,144,0,0
81000,148,0,0
82000,149,0,0
83000,151,0,0
84000,152,0,0
85000,155,0,0
86000,156,0,0
87000,157,0,0
88000,161,0,0
89000,165,0,0
90000,165,0,0
91000,169,0,0
92000,169,0,0
93000,170,0,0
94000,174,0,0
95000,179,0,0
96000,179,0,0
97000,181,0,0
98000,185,0,0
99000,188,0,0
100000,191,0,0
101000,192,0,0
102000,193,0,0
103000,196,0,0
104000,199,0,0
105000,200,0,0
106000,204,0,0
107000,209,0,0
108000,209,0,0
109000,212,0,0
110000,213,0,0
111000,215,0,0
112000,220,0,0
113000,221,0,0
114000,224,0,0
115000,226,0,0
116000,227,0,0
117000,231,0,0
118000,234,0,0
119000,235,0,0
120000,237,0,0
121000,237,0,0
122000,240,0,0
123000,242,0,0
124000,245,0,0
125000,246,0,0
126000,248,0,0
127000,249,0,0
128000,252,0,0
129000,254,0,0
130000,255,0,0
131000,258,0,0
132000,260,0,0
133000,262,0,0
134000,262,0,0
135000,266,0,0
136000,267,0,0
137000,268,0,0
138000,270,0,0
139000,271,0,0
140000,272,0,0
141000,274,0,0
142000,278,0,0
143000,281,0,0
144000,283,0,0
145000,285,0,0
146000,286,0,0
147000,287,0,0
148000,290,0,0
149000,292,0,0
150000,293,0,0
151000,294,0,0
152000,295,0,0
153000,296,0,0
154000,300,0,0
155000,302,0,0
156000,306,0,0
157000,306,0,0
158000,306,0,0
159000,312,0,0
160000,314,0,0
161000,316,0,0
162000,319,0,0
163000,321,0,0
164000,322,0,0
165000,326,0,0
166000,329,0,0
167000,331,0,0
168000,334,0,0
169000,338,0,0
170000,341,0,0
171000,341,0,0
172000,343,0,0
173000,347,0,0
174000,349,0,0
175000,350,0,0
176000,350,0,0
177000,352,0,0
178000,356,0,0
179000,358,0,0
180000,360,0,0
181000,363,0,0
182000,367,0,0
183000,367,0,0
184000,369,0,0
185000,371,0,0
186000,372,0,0
187000,373,0,0
188000,374,0,0
189000,374,0,0
190000,377,0,0
191000,378,0,0
192000,380,0,0
193000,382,0,0
194000,385,0,0
195000,386,0,0
196000,389,0,0
197000,393,0,0
198000,396,0,0
199000,400,0,0
200000,401,0,0
