# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,3
4000,0,0,4
5000,0,0,6
6000,0,0,8
7000,0,0,10
8000,0,0,10
9000,0,0,10
10000,0,0,11
11000,0,0,12
12000,0,0,12
13000,0,0,12
14000,0,0,12
15000,0,0,12
16000,0,0,12
17000,0,0,12
18000,0,2,12
19000,0,3,13
20000,0,4,14
21000,0,4,17
22000,0,4,19
23000,0,4,20
24000,0,4,20
25000,0,4,21
26000,0,4,21
27000,0,4,21
28000,0,4,21
29000,0,4,21
30000,0,4,21
31000,0,4,21
32000,0,4,21
33000,0,4,21
34000,0,4,21
35000,0,4,21
36000,0,4,21
37000,0,4,21
38000,0,6,22
39000,0,6,23
40000,0,7,25
41000,0,7,25
42000,0,7,26
43000,0,7,27
44000,0,7,29
45000,0,7,29
46000,0,7,29
47000,0,7,29
48000,0,7,29
49000,0,8,29
50000,0,8,29
51000,0,8,29
52000,0,8,29
53000,0,8,29
54000,0,8,29
55000,0,8,30
56000,0,9,30
57000,0,9,32
58000,0,9,32
59000,0,10,35
60000,0,10,36
61000,0,10,36
62000,0,10,36
63000,0,10,36
64000,0,10,36
65000,0,10,36
66000,0,10,36
67000,0,10,36
68000,0,10,36
69000,0,10,36
70000,0,10,36
71000,0,10,36
72000,0,11,36
73000,0,11,38
74000,0,11,38
75000,0,12,39
76000,0,12,41
77000,0,12,42
78000,0,13,42
79000,0,13,43
80000,0,14,43
81000,0,14,44
82000,0,14,45
83000,0,14,45
84000,0,14,46
85000,0,14,46
86000,0,14,46
87000,0,14,46
88000,0,14,46
89000,0,14,46
90000,0,14,46
91000,0,15,48
92000,0,15,48
93000,0,15,48
94000,0,15,48
95000,0,16,49
96000,0,16,49
97000,0,16,52
98000,0,16,52
99000,0,17,55
100000,0,17,55
101000,0,18,57
102000,0,18,59
103000,0,18,59
104000,0,18,59
105000,0,18,60
106000,0,18,61
107000,0,18,61
108000,0,18,62
109000,0,19,62
110000,0,19,62
111000,0,19,63
112000,0,19,64
113000,0,19,64
114000,0,19,64
115000,0,20,64
116000,0,20,64
117000,0,20,64
118000,0,20,65
119000,0,20,65
120000,0,21,65
121000,0,21,66
122000,0,21,66
123000,0,21,66
124000,0,21,66
125000,0,21,66
126000,0,22,66
127000,0,22,67
128000,0,22,68
129000,0,22,68
130000,0,22,69
131000,0,22,69
132000,0,22,70
133000,0,22,70
134000,0,23,70
135000,0,23,71
136000,0,23,71
137000,0,23,71
138000,0,23,71
139000,0,25,71
140000,0,25,73
141000,0,25,74
142000,0,25,74
143000,0,25,78
144000,0,25,79
145000,0,25,80
146000,0,25,81
147000,0,25,82
148000,0,25,83
149000,0,26,84
150000,0,26,85
151000,0,26,86
152000,0,26,86
153000,0,26,88
154000,0,26,88
155000,0,27,89
156000,0,27,89
157000,0,27,89
158000,0,27,90
159000,0,27,90
160000,0,28,92
161000,0,28,94
162000,0,28,94
163000,0,28,94
164000,0,28,94
165000,0,28,94
166000,0,28,94
167000,0,30,96
168000,0,30,97
169000,0,30,97
170000,0,30,98
171000,0,30,98
172000,0,30,98
173000,0,30,98
174000,0,30,98
175000,0,30,98
176000,0,31,98
177000,0,31,100
178000,0,31,100
179000,0,31,100
180000,0,31,100
181000,0,31,100
182000,0,31,100
183000,0,33,100
184000,0,33,101
185000,0,33,101
186000,0,33,101
187000,0,33,101
188000,0,33,103
189000,0,33,103
190000,0,33,104
191000,0,33,104
192000,0,33,104
193000,0,33,106
194000,0,33,107
195000,0,33,107
196000,0,33,108
197000,0,34,108
198000,0,35,109
199000,0,35,110
200000,0,35,111
201000,0,35,112
202000,0,35,112
203000,0,36,113
204000,0,36,115
205000,0,36,115
206000,0,36,115
207000,0,36,115
208000,0,37,117
209000,0,37,118
210000,0,37,119
211000,0,37,120
212000,0,37,121
213000,0,37,122
214000,0,37,122
215000,0,37,123
216000,0,37,123
217000,0,39,123
218000,0,39,124
219000,0,39,126
220000,0,39,126
221000,0,39,126
222000,0,39,126
223000,0,39,126
224000,0,39,127
225000,0,40,127
226000,0,40,127
227000,0,40,128
228000,0,40,130
229000,0,40,130
230000,0,40,130
231000,0,40,130
232000,0,41,130
233000,0,42,130
234000,0,42,130
235000,0,42,131
236000,0,42,134
237000,0,42,134
238000,0,42,136
239000,0,42,137
240000,0,42,138
241000,0,42,139
242000,0,42,139
243000,0,42,140
244000,0,42,140
245000,0,43,140
246000,0,43,140
247000,0,43,140
248000,0,43,140
249000,0,43,140
250000,0,44,140
251000,0,44,140
252000,0,44,141
253000,0,46,142
254000,0,46,143
255000,0,46,144
256000,0,46,146
257000,0,46,147
258000,0,46,147
259000,0,46,147
260000,0,46,149
261000,0,46,149
262000,0,46,150
263000,0,46,150
264000,0,46,150
265000,0,46,151
266000,0,46,151
267000,0,46,151
268000,0,47,152
269000,0,47,152
270000,0,48,153
271000,0,48,154
272000,0,48,155
273000,0,48,156
