# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,1,0,1
4000,1,0,5
5000,1,1,5
6000,1,2,6
7000,1,2,7
8000,1,2,9
9000,2,3,9
10000,2,4,9
11000,2,4,10
12000,3,5,11
13000,3,5,11
14000,4,5,11
15000,4,6,13
16000,4,7,14
17000,5,7,14
18000,5,7,15
19000,6,8,18
20000,6,8,19
21000,6,9,20
22000,6,10,24
23000,7,11,24
24000,8,11,24
25000,8,12,24
26000,8,13,28
27000,9,14,31
28000,9,14,33
29000,10,15,34
30000,10,16,38
31000,10,17,39
32000,11,18,41
33000,12,18,43
34000,13,18,45
35000,14,20,45
36000,15,21,47
37000,17,21,47
38000,19,21,47
39000,20,22,49
40000,22,22,50
41000,24,24,51
42000,25,24,52
43000,26,24,53
44000,27,25,54
45000,28,26,56
46000,28,26,59
47000,28,27,59
48000,29,27,60
49000,30,27,64
50000,32,29,66
51000,33,29,68
52000,33,30,69
53000,34,30,71
54000,35,30,71
55000,35,31,73
56000,36,31,75
57000,38,32,76
58000,38,32,76
59000,38,34,78
60000,39,34,82
61000,39,34,82
62000,41,35,85
63000,41,35,86
64000,43,35,87
65000,43,36,89
66000,44,36,90
67000,44,37,92
68000,45,37,94
69000,45,37,95
70000,45,38,95
71000,46,38,96
72000,47,38,98
73000,47,39,98
74000,49,40,99
75000,50,40,101
76000,51,41,104
77000,51,42,104
78000,52,42,104
79000,54,42,105
80000,54,43,105
81000,54,44,107
82000,56,44,109
83000,57,44,110
84000,58,44,114
85000,59,45,115
86000,61,45,116
87000,61,45,117
88000,64,45,118
89000,65,46,119
90000,66,46,121
91000,67,47,125
92000,69,47,125
93000,69,48,126
94000,69,48,128
95000,69,49,130
96000,69,49,132
97000,70,50,133
98000,70,51,135
99000,70,52,138
100000,71,52,140
