# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,0
4000,0,0,0
5000,0,0,1
6000,0,0,2
7000,0,0,2
8000,0,0,2
9000,0,0,3
10000,0,0,3
11000,0,0,4
12000,0,0,5
13000,0,0,5
14000,0,0,6
15000,0,0,6
16000,0,0,6
17000,0,0,7
18000,0,0,8
19000,0,0,8
20000,0,0,8
21000,0,0,9
22000,0,0,9
23000,0,0,9
24000,0,0,9
25000,0,0,9
26000,0,0,9
27000,0,0,9
28000,0,0,10
29000,0,0,10
30000,0,0,11
31000,0,0,12
32000,0,0,12
33000,0,0,12
34000,0,0,12
35000,0,0,14
36000,0,0,14
37000,0,0,14
38000,0,0,14
39000,0,0,14
40000,0,0,15
41000,0,0,16
42000,0,1,17
43000,0,1,18
44000,0,1,18
45000,0,1,18
46000,0,1,19
47000,0,1,21
48000,0,1,22
49000,0,1,24
50000,0,1,24
51000,0,1,25
52000,0,1,26
53000,0,1,28
54000,0,1,29
55000,0,2,30
56000,0,3,31
57000,0,3,34
58000,0,3,36
59000,0,4,36
60000,0,4,37
61000,0,4,37
62000,0,4,38
63000,0,4,40
64000,0,4,40
65000,0,4,40
66000,0,4,40
67000,0,4,41
68000,0,4,42
69000,0,4,42
70000,0,4,43
71000,0,4,43
72000,0,4,44
73000,0,4,45
74000,0,4,45
75000,0,4,45
76000,0,4,46
77000,0,5,49
78000,0,6,49
79000,0,6,51
80000,1,6,51
81000,1,6,53
82000,1,6,55
83000,1,7,57
84000,1,7,57
85000,1,7,58
86000,1,7,59
87000,1,7,60
88000,1,7,61
89000,1,8,62
90000,2,8,64
91000,2,8,64
92000,2,8,64
93000,2,8,65
94000,2,8,66
95000,2,8,66
96000,2,8,67
97000,2,8,67
98000,2,8,67
99000,2,8,67
100000,2,8,68
101000,2,8,68
102000,2,8,68
103000,2,8,70
104000,2,8,70
105000,2,8,71
106000,2,8,74
107000,2,8,75
108000,2,8,76
109000,2,8,76
110000,2,8,77
111000,2,8,78
112000,2,8,79
113000,2,8,80
114000,2,8,81
115000,2,8,81
116000,3,8,83
117000,3,8,83
118000,3,9,85
119000,3,9,86
120000,3,9,88
121000,3,9,88
122000,3,9,88
123000,3,9,90
124000,3,9,93
125000,3,9,93
126000,3,9,93
127000,3,9,93
128000,3,9,94
129000,3,9,94
130000,3,9,96
131000,3,9,96
132000,3,9,99
133000,3,10,100
134000,3,10,102
135000,3,10,102
136000,3,10,103
137000,3,10,104
138000,3,10,107
139000,3,10,107
140000,3,10,108
141000,3,10,109
142000,3,10,111
143000,3,10,111
144000,3,11,112
145000,3,11,113
146000,3,11,113
147000,3,11,113
148000,3,11,113
149000,3,11,114
150000,3,11,115
151000,3,11,115
152000,3,11,115
153000,3,11,115
154000,3,11,115
155000,3,11,116
156000,3,11,116
157000,4,11,116
158000,4,11,116
159000,4,11,116
160000,5,11,117
161000,5,11,117
162000,5,11,117
163000,5,11,117
164000,5,11,117
165000,5,11,118
166000,5,11,118
167000,5,11,118
168000,5,11,119
169000,5,11,119
170000,5,11,119
171000,5,11,119
172000,5,11,119
173000,5,11,120
174000,5,11,121
175000,5,12,121
176000,5,13,122
177000,5,13,122
178000,5,14,124
179000,5,14,124
180000,5,14,125
181000,5,14,125
182000,5,14,125
183000,5,14,128
184000,5,14,129
185000,5,14,129
186000,5,14,130
187000,5,14,130
188000,5,14,131
189000,5,14,133
190000,5,14,133
191000,5,14,134
192000,5,14,135
193000,5,14,137
194000,5,14,137
195000,5,14,138
196000,5,14,138
197000,5,15,139
198000,5,15,140
199000,5,15,140
200000,5,15,140
201000,5,15,141
202000,5,15,141
203000,5,15,141
204000,5,15,141
205000,5,15,142
206000,5,15,142
207000,5,15,142
208000,5,15,144
209000,5,15,146
210000,5,15,147
211000,5,15,147
212000,5,15,149
213000,6,15,150
214000,6,15,150
215000,6,15,151
216000,6,15,154
217000,6,16,156
218000,6,16,156
219000,6,17,157
220000,6,17,158
221000,6,17,158
222000,6,17,158
223000,6,17,159
224000,6,17,161
225000,6,17,162
226000,6,17,162
227000,6,17,162
228000,6,17,163
229000,6,17,163
230000,6,17,165
231000,6,17,165
232000,6,17,165
233000,6,17,166
234000,6,17,166
235000,6,17,166
236000,6,17,167
237000,6,18,168
238000,6,18,170
239000,6,18,170
240000,6,18,172
241000,6,18,174
242000,6,18,174
243000,6,19,176
244000,6,19,177
245000,6,19,177
246000,6,19,178
247000,6,19,180
248000,6,19,180
249000,6,19,182
250000,6,19,182
251000,6,19,183
252000,6,19,183
253000,6,19,185
254000,6,19,185
255000,6,19,186
256000,6,20,187
257000,6,20,187
258000,6,20,188
259000,6,20,189
260000,6,20,189
261000,6,20,190
262000,7,20,190
263000,7,20,191
264000,7,20,191
265000,7,20,192
266000,7,20,192
267000,7,20,192
268000,7,20,192
269000,7,20,193
270000,7,20,193
271000,7,20,193
272000,7,20,194
273000,7,20,194
