# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,0
4000,1,0,2
5000,2,1,2
6000,2,1,3
7000,2,1,5
8000,3,1,6
9000,4,1,7
10000,5,1,8
11000,5,1,8
12000,5,1,11
13000,5,2,11
14000,5,2,11
15000,6,2,12
16000,6,3,12
17000,6,3,13
18000,7,3,13
19000,7,3,14
20000,7,3,15
21000,8,4,15
22000,9,4,17
23000,11,4,18
24000,11,5,19
25000,11,5,20
26000,11,5,21
27000,12,5,21
28000,13,5,23
29000,13,6,23
30000,13,7,23
31000,14,7,23
32000,15,7,23
33000,15,7,23
34000,15,7,24
35000,15,8,26
36000,15,9,27
37000,15,9,28
38000,15,9,29
39000,15,10,30
40000,15,11,31
41000,15,11,31
42000,16,11,33
43000,16,11,33
44000,16,11,37
45000,17,11,37
46000,17,11,37
47000,18,11,37
48000,19,11,38
49000,19,12,41
50000,19,12,41
51000,20,13,41
52000,20,13,43
53000,21,13,43
54000,21,13,43
55000,21,13,43
56000,21,14,44
57000,22,14,46
58000,22,15,46
59000,22,15,47
60000,23,15,50
61000,23,15,52
62000,23,15,52
63000,24,15,52
64000,26,15,54
65000,26,15,54
66000,27,15,57
67000,27,15,59
68000,27,15,59
69000,27,16,62
70000,27,16,64
71000,27,17,64
72000,27,17,64
73000,27,17,64
74000,27,17,65
75000,29,17,66
76000,29,18,66
77000,30,18,67
78000,30,19,70
79000,30,19,70
80000,30,19,70
81000,31,19,71
82000,31,19,71
83000,31,19,73
84000,31,19,74
85000,32,19,75
86000,32,21,75
87000,32,21,78
88000,32,21,78
89000,32,21,78
90000,32,21,80
91000,32,21,81
92000,32,22,82
93000,32,22,82
94000,32,22,82
95000,33,22,84
96000,33,22,84
97000,34,22,84
98000,34,22,84
99000,35,22,86
100000,36,23,87
