# clock,collected_food
1000,0,
2000,0,
3000,1,
4000,2,
5000,3,
6000,7,
7000,7,
8000,8,
9000,10,
10000,12,
11000,14,
12000,16,
13000,18,
14000,20,
15000,22,
16000,24,
17000,27,
18000,27,
19000,30,
20000,31,
21000,32,
22000,36,
23000,37,
24000,42,
25000,43,
26000,45,
27000,47,
28000,49,
29000,51,
30000,53,
31000,55,
32000,58,
33000,61,
34000,63,
35000,66,
36000,68,
37000,70,
38000,73,
39000,75,
40000,78,
41000,82,
42000,83,
43000,87,
44000,89,
45000,90,
46000,93,
47000,96,
48000,99,
49000,102,
50000,103,
51000,105,
52000,108,
53000,109,
54000,111,
55000,113,
56000,115,
57000,116,
58000,117,
59000,122,
60000,122,
61000,122,
62000,125,
63000,128,
64000,129,
65000,130,
66000,132,
67000,135,
68000,136,
69000,137,
70000,139,
71000,141,
72000,143,
73000,144,
74000,147,
75000,152,
76000,154,
77000,157,
78000,158,
79000,162,
80000,164,
81000,167,
82000,169,
83000,171,
84000,172,
85000,174,
86000,175,
87000,177,
88000,180,
89000,181,
90000,182,
91000,184,
92000,185,
93000,186,
94000,187,
95000,188,
96000,191,
97000,192,
98000,192,
99000,194,
100000,195,
