# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,1
3000,0,0,1
4000,0,0,1
5000,0,0,2
6000,0,0,4
7000,0,0,4
8000,0,0,4
9000,0,0,4
10000,0,0,4
11000,0,0,4
12000,0,0,4
13000,0,0,4
14000,0,0,4
15000,0,0,4
16000,0,0,4
17000,0,1,4
18000,0,3,4
19000,0,3,4
20000,0,3,4
21000,0,4,5
22000,0,4,6
23000,0,4,7
24000,0,4,7
25000,0,4,7
26000,0,4,8
27000,0,4,9
28000,0,4,10
29000,0,4,10
30000,0,4,10
31000,0,4,10
32000,0,4,11
33000,0,4,11
34000,0,4,11
35000,0,5,11
36000,0,5,12
37000,0,5,12
38000,0,6,12
39000,0,7,12
40000,0,7,13
41000,0,7,13
42000,0,7,13
43000,0,7,14
44000,0,7,14
45000,0,7,15
46000,0,8,16
47000,0,8,16
48000,0,8,17
49000,0,8,17
50000,0,8,17
51000,0,8,17
52000,0,8,18
53000,0,8,18
54000,0,8,18
55000,0,8,19
56000,0,8,19
57000,0,11,19
58000,0,11,19
59000,0,11,19
60000,0,11,20
61000,0,11,20
62000,0,11,23
63000,0,11,24
64000,0,11,25
65000,0,11,26
66000,0,11,27
67000,0,11,29
68000,0,11,29
69000,0,11,29
70000,0,12,32
71000,0,12,33
72000,0,12,35
73000,0,12,35
74000,0,12,36
75000,0,12,36
76000,0,12,36
77000,0,12,37
78000,0,12,37
79000,0,12,38
80000,0,12,38
81000,0,12,39
82000,0,12,39
83000,0,13,40
84000,0,13,41
85000,0,13,42
86000,0,13,42
87000,0,14,42
88000,0,15,44
89000,0,15,45
90000,0,15,48
91000,0,15,48
92000,0,15,50
93000,0,15,50
94000,0,15,52
95000,0,15,53
96000,0,16,55
97000,0,16,55
98000,0,16,56
99000,0,16,56
100000,0,16,57
101000,0,16,59
102000,0,17,60
103000,0,17,60
104000,0,17,60
105000,0,17,60
106000,0,18,60
107000,0,18,62
108000,0,18,62
109000,0,19,62
110000,0,19,64
111000,0,19,65
112000,0,19,68
113000,0,19,68
114000,0,19,69
115000,0,19,70
116000,0,20,71
117000,0,20,73
118000,0,20,73
119000,0,20,73
