# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,2
3000,0,0,2
4000,0,0,3
5000,0,0,3
6000,0,0,6
7000,0,0,8
8000,0,0,9
9000,0,0,9
10000,0,0,10
11000,0,0,10
12000,0,0,10
13000,0,0,10
14000,0,0,10
15000,0,0,10
16000,0,0,10
17000,0,0,10
18000,0,1,10
19000,0,1,10
20000,0,2,11
21000,0,3,11
22000,0,4,13
23000,0,4,15
24000,0,4,17
25000,0,4,18
26000,0,4,20
27000,0,4,21
28000,0,4,23
29000,0,4,23
30000,0,4,24
31000,0,4,24
32000,0,4,25
33000,0,4,25
34000,0,4,26
35000,0,4,27
36000,0,4,28
37000,0,4,28
38000,0,6,30
39000,0,6,31
40000,0,6,32
41000,0,6,32
42000,0,6,33
43000,0,6,33
44000,0,6,33
45000,0,6,33
46000,0,6,33
47000,0,6,33
48000,0,6,33
49000,0,8,33
50000,0,8,34
51000,0,8,34
52000,0,8,34
53000,0,8,34
54000,0,9,34
55000,0,9,34
56000,0,9,34
57000,0,9,34
58000,0,9,34
59000,0,9,35
60000,0,10,35
61000,0,10,37
62000,0,10,37
63000,0,10,38
64000,0,10,38
65000,0,10,39
66000,0,10,39
67000,0,10,40
68000,0,10,41
69000,0,10,42
70000,0,10,43
71000,0,10,43
72000,0,10,43
73000,0,10,44
74000,0,10,44
75000,0,12,46
76000,0,12,48
77000,0,12,49
78000,0,12,49
79000,0,13,50
80000,0,14,50
81000,0,14,51
82000,0,14,51
83000,0,14,51
84000,0,14,52
85000,0,14,52
86000,0,14,52
87000,0,14,52
88000,0,14,52
89000,0,14,52
90000,0,14,53
91000,0,14,54
92000,0,14,54
93000,0,14,54
94000,0,15,55
95000,0,15,57
96000,0,15,57
97000,0,15,57
98000,0,16,57
99000,0,17,57
100000,0,17,58
101000,0,18,58
102000,0,18,61
103000,0,18,61
104000,0,18,63
105000,0,18,63
106000,0,18,64
107000,0,18,64
108000,0,18,64
109000,0,18,64
110000,0,18,65
111000,0,18,65
112000,0,19,66
113000,0,19,67
114000,0,19,68
115000,0,20,68
116000,0,20,68
117000,0,20,68
118000,0,21,68
119000,0,21,68
120000,0,22,70
121000,0,22,71
122000,0,22,72
123000,0,22,72
124000,0,22,72
125000,0,22,72
126000,0,22,73
127000,0,22,74
128000,0,22,75
129000,0,22,76
130000,0,22,76
