# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,0
4000,0,1,2
5000,0,1,3
6000,2,1,4
7000,2,1,6
8000,3,1,7
9000,3,1,9
10000,4,2,10
11000,4,2,12
12000,5,2,14
13000,5,3,14
14000,5,5,15
15000,5,5,15
16000,5,5,16
17000,5,5,16
18000,5,7,18
19000,6,7,18
20000,6,7,19
21000,7,7,20
22000,7,8,21
23000,8,8,21
24000,8,8,22
25000,8,9,24
26000,8,9,26
27000,10,9,26
28000,11,9,26
29000,12,9,26
30000,12,9,27
31000,12,11,28
32000,12,11,28
33000,13,12,29
34000,13,12,30
35000,13,12,31
36000,14,12,32
37000,14,12,32
38000,14,14,32
39000,14,14,33
40000,14,14,33
41000,15,14,34
42000,17,14,36
43000,17,14,37
44000,18,15,37
45000,19,15,38
46000,19,16,38
47000,19,16,40
48000,19,16,41
49000,19,16,42
50000,20,16,42
51000,21,17,42
52000,21,17,44
53000,21,17,46
54000,21,17,47
55000,22,17,48
56000,22,17,49
57000,22,17,49
58000,22,17,50
59000,22,17,52
60000,23,17,53
61000,24,17,55
62000,24,18,57
63000,24,19,58
64000,26,19,60
65000,26,20,61
66000,26,20,61
67000,26,20,62
68000,26,21,64
69000,26,21,64
70000,26,21,67
71000,26,21,69
72000,26,22,70
73000,27,22,72
74000,27,22,73
75000,27,22,74
76000,28,23,74
77000,29,23,76
78000,29,24,77
79000,29,24,78
80000,30,24,79
81000,30,24,79
82000,31,24,80
83000,31,24,80
84000,31,24,81
85000,31,25,82
86000,31,26,84
87000,31,26,85
88000,32,26,86
89000,33,26,88
90000,33,26,88
91000,33,26,88
92000,33,26,91
93000,34,27,91
94000,35,27,93
95000,36,27,93
96000,36,27,94
97000,38,28,96
98000,38,28,97
99000,38,28,100
100000,38,28,100
