# clock,collected_food
1000,0,
2000,2,
3000,3,
4000,4,
5000,5,
6000,8,
7000,9,
8000,9,
9000,12,
10000,12,
11000,13,
12000,14,
13000,15,
14000,19,
15000,21,
16000,23,
17000,25,
18000,26,
19000,27,
20000,31,
21000,33,
22000,35,
23000,37,
24000,39,
25000,41,
26000,42,
27000,43,
28000,45,
29000,47,
30000,49,
31000,52,
32000,54,
33000,58,
34000,58,
35000,58,
36000,61,
37000,62,
38000,63,
39000,63,
40000,63,
41000,63,
42000,64,
43000,66,
44000,69,
45000,69,
46000,70,
47000,71,
48000,74,
49000,74,
50000,74,
51000,75,
52000,77,
53000,78,
54000,83,
55000,84,
56000,85,
57000,90,
58000,93,
59000,93,
60000,94,
61000,95,
62000,96,
63000,96,
64000,98,
65000,100,
66000,102,
67000,103,
68000,104,
69000,107,
70000,109,
71000,111,
72000,114,
73000,117,
74000,118,
75000,120,
76000,123,
77000,126,
78000,127,
79000,129,
80000,130,
81000,131,
82000,132,
83000,133,
84000,134,
85000,139,
86000,139,
87000,141,
88000,141,
89000,142,
90000,145,
91000,146,
92000,147,
93000,147,
94000,150,
95000,150,
96000,151,
97000,153,
98000,156,
99000,158,
100000,159,
