# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,1
3000,0,0,2
4000,0,0,3
5000,0,0,4
6000,0,0,4
7000,1,0,5
8000,2,1,6
9000,2,1,8
10000,3,2,8
11000,4,2,10
12000,4,3,11
13000,4,3,14
14000,5,3,15
15000,5,4,17
16000,6,5,19
17000,6,5,21
18000,7,5,21
19000,8,6,22
20000,8,6,23
21000,8,7,25
22000,9,7,26
23000,9,7,29
24000,9,8,31
25000,9,8,33
26000,10,9,34
27000,10,9,37
28000,11,9,38
29000,11,10,38
30000,12,11,42
31000,13,11,42
32000,13,11,43
33000,14,11,45
34000,14,11,45
35000,15,12,45
36000,17,12,47
37000,17,12,49
38000,18,12,50
39000,19,12,50
40000,19,13,51
41000,20,13,52
42000,22,13,55
43000,22,13,55
44000,24,14,57
45000,24,14,58
46000,26,14,58
47000,27,14,62
48000,28,14,62
49000,29,16,64
50000,29,16,65
