# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,1
3000,0,0,2
4000,0,0,2
5000,0,0,3
6000,1,0,3
7000,2,0,3
8000,2,0,3
9000,4,0,5
10000,5,0,6
11000,6,0,7
12000,8,0,7
13000,8,0,7
14000,8,0,8
15000,9,0,8
16000,9,0,8
17000,10,0,10
18000,10,0,12
19000,11,0,13
20000,11,0,13
21000,12,0,15
22000,12,0,15
23000,14,0,16
24000,14,1,17
25000,15,1,19
26000,15,1,20
27000,17,1,21
28000,18,2,22
29000,18,2,22
30000,19,3,22
31000,19,3,23
32000,19,3,24
33000,20,4,25
34000,21,4,25
35000,23,4,25
36000,23,4,27
37000,25,5,30
38000,25,6,30
39000,27,6,30
40000,27,6,30
41000,28,6,31
42000,28,6,32
43000,29,7,33
44000,29,8,33
45000,30,8,34
46000,30,8,35
47000,31,8,36
48000,32,10,36
49000,33,10,36
50000,34,10,36
