# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,1,0,1
3000,1,0,1
4000,2,0,3
5000,2,0,5
6000,3,1,6
7000,4,1,6
8000,4,2,7
9000,5,2,8
10000,6,3,9
11000,7,3,10
12000,8,3,12
13000,8,4,14
14000,8,5,16
15000,8,5,16
16000,9,5,18
17000,10,5,18
18000,11,5,20
19000,11,6,21
20000,12,7,21
21000,13,7,21
22000,14,7,21
23000,14,8,23
24000,15,8,23
25000,15,8,23
26000,16,8,23
27000,17,8,24
28000,17,8,27
29000,18,9,27
30000,18,9,28
31000,19,9,29
32000,19,9,31
33000,20,10,32
34000,20,11,33
35000,20,11,34
36000,22,11,34
37000,22,11,34
38000,22,12,36
39000,22,13,36
40000,24,13,36
41000,25,13,36
42000,25,13,36
43000,27,14,36
44000,27,14,36
45000,28,15,36
46000,28,15,36
47000,30,15,37
48000,30,15,39
49000,31,17,39
50000,31,17,39
