# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,2
3000,0,0,3
4000,0,0,4
5000,0,1,4
6000,0,1,5
7000,0,2,6
8000,1,3,7
9000,1,3,7
10000,1,3,9
11000,2,4,9
12000,2,4,13
13000,3,5,13
14000,3,5,14
15000,3,6,16
16000,3,6,18
17000,3,7,19
18000,4,7,19
19000,4,7,20
20000,4,7,20
21000,5,7,20
22000,5,9,23
23000,6,9,23
24000,6,9,23
25000,7,9,24
26000,7,9,25
27000,7,10,25
28000,8,11,25
29000,8,11,25
30000,9,11,25
31000,9,11,26
32000,9,12,27
33000,9,13,28
34000,10,13,29
35000,10,13,29
36000,11,13,29
37000,11,14,32
38000,11,15,33
39000,11,15,35
40000,12,15,35
41000,12,15,36
42000,13,15,37
43000,13,15,39
44000,13,15,39
45000,13,16,41
46000,13,16,42
47000,13,17,42
48000,13,17,43
49000,13,18,44
50000,14,18,45
