# clock,solitary,recruiter,recruitee
1000,0,0,0,
2000,1,0,3,
3000,2,0,8,
4000,4,0,10,
5000,6,2,14,
6000,7,3,18,
7000,8,3,19,
8000,8,4,23,
9000,12,4,25,
10000,13,5,27,
11000,15,7,30,
12000,16,7,32,
13000,18,7,36,
14000,18,8,37,
15000,19,9,40,
16000,21,10,44,
17000,21,10,46,
18000,22,11,47,
19000,22,12,50,
20000,23,13,53,
21000,25,13,54,
22000,25,13,57,
23000,26,14,61,
24000,27,15,64,
25000,27,15,67,
26000,29,15,70,
27000,29,16,71,
28000,31,18,74,
29000,31,18,76,
30000,33,18,80,
31000,33,19,82,
32000,34,20,87,
33000,35,21,91,
34000,35,21,94,
35000,35,23,97,
36000,36,23,100,
37000,36,23,103,
38000,38,23,106,
39000,38,23,110,
40000,39,23,112,
41000,40,26,116,
42000,41,27,120,
43000,41,27,123,
44000,44,27,126,
45000,44,27,127,
46000,44,28,128,
47000,45,29,133,
48000,47,29,133,
49000,48,29,135,
50000,49,30,136,
51000,51,30,140,
52000,53,30,143,
53000,53,31,147,
54000,53,31,150,
55000,55,31,151,
56000,57,32,154,
57000,57,34,158,
58000,58,34,160,
59000,58,34,163,
60000,59,35,164,
61000,60,37,165,
62000,61,37,168,
63000,61,37,172,
64000,63,37,177,
65000,63,40,180,
66000,63,40,182,
67000,64,40,184,
68000,65,41,185,
69000,66,42,186,
70000,68,43,191,
71000,70,43,195,
72000,71,43,196,
73000,71,45,200,
74000,75,46,202,
75000,75,46,204,
76000,76,46,204,
77000,78,47,209,
78000,78,47,210,
79000,79,47,212,
80000,81,49,216,
81000,82,50,221,
82000,83,50,222,
83000,86,51,225,
84000,88,51,228,
85000,88,53,234,
86000,89,53,236,
87000,89,54,238,
88000,91,54,241,
89000,92,56,243,
90000,93,56,246,
91000,95,57,248,
92000,95,57,251,
93000,96,57,254,
94000,96,57,259,
95000,97,58,261,
96000,99,59,262,
97000,100,59,264,
98000,101,60,269,
99000,101,60,273,
100000,101,61,273,
