# clock,solitary,recruiter,recruitee
1000,0,0,0,
2000,2,0,1,
3000,2,0,5,
4000,2,1,7,
5000,3,1,10,
6000,4,2,13,
7000,5,2,18,
8000,5,2,20,
9000,7,2,23,
10000,7,2,28,
11000,8,2,31,
12000,9,4,33,
13000,9,5,39,
14000,9,5,39,
15000,10,6,40,
16000,10,7,46,
17000,11,8,46,
18000,13,8,49,
19000,14,9,51,
20000,15,9,52,
21000,16,9,58,
22000,16,10,60,
23000,17,10,62,
24000,18,11,64,
25000,20,12,68,
26000,21,12,71,
27000,22,13,73,
28000,22,13,78,
29000,24,14,79,
30000,27,15,81,
31000,27,15,83,
32000,28,15,85,
33000,29,16,89,
34000,31,17,90,
35000,31,17,92,
36000,33,19,96,
37000,35,20,99,
38000,35,20,102,
39000,36,20,103,
40000,37,21,104,
41000,38,21,107,
42000,40,21,109,
43000,40,21,109,
44000,41,22,112,
45000,41,22,113,
46000,43,22,115,
47000,43,23,117,
48000,46,24,118,
49000,47,24,122,
50000,48,25,124,
51000,48,27,124,
52000,50,27,126,
53000,51,28,126,
54000,52,29,130,
55000,53,30,132,
56000,53,30,133,
57000,54,32,135,
58000,55,32,137,
59000,56,32,138,
60000,57,32,144,
61000,59,36,145,
62000,59,36,146,
63000,61,36,149,
64000,62,36,149,
65000,63,37,152,
66000,63,37,155,
67000,65,39,157,
68000,66,39,159,
69000,67,39,161,
70000,68,40,164,
71000,68,41,165,
72000,69,42,167,
73000,69,42,169,
74000,69,43,171,
75000,71,43,175,
76000,73,43,178,
77000,75,44,181,
78000,77,45,185,
79000,77,46,188,
80000,78,46,190,
81000,79,47,191,
82000,79,48,195,
83000,81,49,195,
84000,82,49,198,
85000,83,49,199,
86000,83,51,203,
87000,84,52,204,
88000,85,52,205,
89000,86,52,209,
90000,87,54,212,
91000,88,55,213,
92000,88,55,215,
93000,88,55,220,
94000,88,57,222,
95000,88,58,223,
96000,91,58,225,
97000,91,58,227,
98000,94,58,231,
99000,94,58,233,
100000,94,60,235,
