# clock,collected_food
1000,0,
2000,2,
3000,3,
4000,3,
5000,4,
6000,7,
7000,10,
8000,12,
9000,14,
10000,15,
11000,16,
12000,17,
13000,19,
14000,22,
15000,23,
16000,23,
17000,26,
18000,27,
19000,28,
20000,29,
21000,29,
22000,30,
23000,30,
24000,31,
25000,31,
26000,31,
27000,32,
28000,34,
29000,34,
30000,35,
31000,35,
32000,39,
33000,42,
34000,43,
35000,46,
36000,49,
37000,51,
38000,52,
39000,53,
40000,55,
41000,56,
42000,58,
43000,60,
44000,62,
45000,65,
46000,66,
47000,69,
48000,70,
49000,73,
50000,74,
51000,77,
52000,79,
53000,80,
54000,83,
55000,83,
56000,84,
57000,87,
58000,88,
59000,91,
60000,91,
61000,94,
62000,95,
63000,96,
64000,97,
65000,97,
66000,99,
67000,102,
68000,102,
69000,105,
70000,105,
71000,106,
72000,106,
73000,107,
74000,108,
75000,110,
76000,110,
77000,111,
78000,113,
79000,119,
80000,119,
81000,120,
82000,122,
83000,125,
84000,125,
85000,126,
86000,127,
87000,129,
88000,131,
89000,131,
90000,131,
91000,132,
92000,137,
93000,139,
94000,141,
95000,141,
96000,142,
97000,142,
98000,145,
99000,146,
100000,149,
