# clock,solitary,recruiter,recruitee
1000,0,0,0,
2000,1,0,2,
3000,2,0,5,
4000,2,1,8,
5000,3,2,10,
6000,6,3,13,
7000,6,3,19,
8000,8,3,21,
9000,8,4,25,
10000,9,4,28,
11000,9,6,33,
12000,10,6,35,
13000,10,6,38,
14000,11,7,38,
15000,11,9,41,
16000,12,9,43,
17000,13,9,46,
18000,14,9,51,
19000,15,12,52,
20000,17,12,55,
21000,17,12,60,
22000,17,13,62,
23000,17,15,66,
24000,17,16,68,
25000,19,16,71,
26000,19,16,73,
27000,21,18,75,
28000,22,18,79,
29000,24,18,82,
30000,24,19,85,
31000,25,20,88,
32000,27,20,91,
33000,28,20,92,
34000,30,21,92,
35000,31,22,96,
36000,32,23,98,
37000,34,23,99,
38000,35,24,102,
39000,35,24,103,
40000,37,24,106,
41000,39,25,107,
42000,39,25,108,
43000,41,26,113,
44000,42,26,114,
45000,44,27,117,
46000,46,27,119,
47000,47,28,123,
48000,47,28,128,
49000,47,28,130,
50000,48,29,131,
51000,49,30,135,
52000,49,31,139,
53000,51,31,143,
54000,51,32,144,
55000,52,32,148,
56000,52,33,152,
57000,53,33,155,
58000,54,33,159,
59000,55,35,161,
60000,55,35,163,
61000,55,35,167,
62000,56,36,169,
63000,58,37,171,
64000,58,37,173,
65000,58,38,175,
66000,59,38,178,
67000,60,38,181,
68000,61,40,185,
69000,62,41,186,
70000,64,41,189,
71000,64,41,191,
72000,66,41,196,
73000,68,42,197,
74000,68,44,200,
75000,71,45,201,
76000,72,45,205,
77000,72,45,208,
78000,74,45,211,
79000,75,46,214,
80000,76,47,217,
81000,78,48,220,
82000,80,49,221,
83000,80,49,223,
84000,82,50,225,
85000,82,50,230,
86000,83,51,233,
87000,84,52,234,
88000,84,52,236,
89000,84,54,239,
90000,84,54,240,
91000,86,54,246,
92000,87,55,248,
93000,88,56,249,
94000,88,58,253,
95000,90,58,255,
96000,91,58,257,
97000,91,58,259,
98000,95,59,259,
99000,95,60,260,
100000,95,61,265,
