# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,0,0,0
3000,0,0,0
4000,0,0,2
5000,0,0,3
6000,0,0,5
7000,1,0,8
8000,2,1,9
9000,2,2,11
10000,2,2,11
11000,3,2,11
12000,3,2,12
13000,4,2,13
14000,4,2,13
15000,4,2,14
16000,5,2,16
17000,6,2,16
18000,7,2,17
19000,7,2,17
20000,7,2,18
21000,7,2,19
22000,7,2,19
23000,7,2,21
24000,7,2,23
25000,7,3,25
26000,7,4,26
27000,7,4,26
28000,8,4,27
29000,8,4,28
30000,8,4,30
31000,8,4,31
32000,8,4,32
33000,8,4,33
34000,9,5,33
35000,10,5,36
36000,10,5,36
37000,10,5,37
38000,10,6,37
39000,10,6,38
40000,10,7,38
41000,10,8,40
42000,10,9,40
43000,10,9,42
44000,10,9,42
45000,11,9,42
46000,12,9,43
47000,12,9,43
48000,12,9,44
49000,13,9,45
50000,13,9,45
51000,13,9,46
52000,13,10,46
53000,13,11,47
54000,13,11,48
55000,14,11,48
56000,15,11,48
57000,15,11,50
58000,15,11,50
59000,16,12,50
60000,16,12,50
61000,16,13,50
62000,16,13,52
63000,16,15,54
64000,16,15,54
65000,16,16,55
66000,16,16,55
67000,16,17,56
68000,17,18,56
69000,18,18,56
70000,19,18,58
71000,19,19,59
72000,19,19,59
73000,19,19,59
74000,19,19,62
75000,19,19,62
76000,19,20,63
77000,19,20,63
78000,19,20,65
79000,20,20,66
80000,21,20,67
81000,21,21,69
82000,21,21,70
83000,23,21,70
84000,24,21,70
85000,25,22,71
86000,25,22,72
87000,25,22,72
88000,25,23,73
89000,25,23,73
90000,25,23,73
91000,26,23,74
92000,26,23,76
93000,26,23,78
94000,26,24,79
95000,26,24,79
96000,26,25,80
97000,27,25,80
98000,27,25,81
99000,28,25,82
100000,28,25,83
