# clock,collected_food
1000,0,
2000,3,
3000,8,
4000,12,
5000,16,
6000,21,
7000,31,
8000,35,
9000,44,
10000,49,
11000,52,
12000,56,
13000,63,
14000,67,
15000,73,
16000,75,
17000,83,
18000,88,
19000,92,
20000,99,
21000,104,
22000,109,
23000,114,
24000,118,
25000,120,
26000,125,
27000,128,
28000,133,
29000,136,
30000,141,
31000,148,
32000,152,
33000,156,
34000,165,
35000,169,
36000,175,
37000,177,
38000,180,
39000,188,
40000,192,
41000,198,
42000,201,
43000,205,
44000,208,
45000,213,
46000,215,
47000,219,
48000,222,
49000,228,
50000,230,
51000,236,
52000,238,
53000,242,
54000,246,
55000,247,
56000,253,
57000,255,
58000,259,
59000,265,
60000,272,
61000,278,
62000,282,
63000,287,
64000,290,
65000,294,
66000,298,
67000,300,
68000,303,
69000,308,
70000,312,
71000,313,
72000,320,
73000,324,
74000,327,
75000,334,
76000,337,
77000,345,
78000,349,
79000,352,
80000,360,
81000,364,
82000,369,
83000,372,
84000,377,
85000,378,
86000,384,
87000,388,
88000,389,
89000,392,
90000,395,
91000,398,
92000,401,
93000,407,
94000,411,
95000,416,
96000,423,
97000,428,
98000,431,
99000,431,
100000,435,
