# clock,collected_food
1000,0,
2000,6,
3000,10,
4000,15,
5000,20,
6000,24,
7000,29,
8000,32,
9000,38,
10000,45,
11000,50,
12000,53,
13000,59,
14000,63,
15000,65,
16000,70,
17000,74,
18000,79,
19000,84,
20000,87,
21000,90,
22000,97,
23000,102,
24000,108,
25000,117,
26000,123,
27000,125,
28000,131,
29000,137,
30000,140,
31000,145,
32000,150,
33000,155,
34000,163,
35000,168,
36000,174,
37000,181,
38000,184,
39000,189,
40000,195,
41000,201,
42000,204,
43000,206,
44000,214,
45000,220,
46000,224,
47000,228,
48000,235,
49000,239,
50000,242,
51000,246,
52000,249,
53000,253,
54000,254,
55000,260,
56000,262,
57000,266,
58000,273,
59000,276,
60000,283,
61000,288,
62000,294,
63000,296,
64000,301,
65000,307,
66000,311,
67000,315,
68000,320,
69000,325,
70000,331,
71000,332,
72000,336,
73000,342,
74000,346,
75000,349,
76000,353,
77000,358,
78000,364,
79000,368,
80000,373,
81000,381,
82000,385,
83000,387,
84000,392,
85000,396,
86000,405,
87000,407,
88000,411,
89000,414,
90000,420,
91000,421,
92000,429,
93000,433,
94000,436,
95000,439,
96000,444,
97000,449,
98000,453,
99000,455,
100000,463,
