# clock,solitary,recruiter,recruitee
1000,0,0,0
2000,1,0,1
3000,2,0,5
4000,2,0,6
5000,3,0,9
6000,5,2,12
7000,6,3,13
8000,7,4,16
9000,8,4,18
10000,8,4,22
11000,9,4,25
12000,11,6,29
13000,11,6,33
14000,11,6,34
15000,12,8,35
16000,14,8,39
17000,16,8,43
18000,17,9,45
19000,19,9,46
20000,20,9,47
21000,22,9,49
22000,23,9,56
23000,24,11,58
24000,25,13,59
25000,26,13,64
26000,28,13,66
27000,28,14,68
28000,29,15,70
29000,30,16,74
30000,32,16,77
31000,34,17,79
32000,34,17,82
33000,35,18,83
34000,36,18,87
35000,37,18,90
36000,38,20,91
37000,39,20,95
38000,39,21,97
39000,40,21,100
40000,40,21,103
41000,42,21,107
42000,42,23,108
43000,44,24,112
44000,44,24,116
45000,45,25,117
46000,47,26,119
47000,47,27,121
48000,49,27,124
49000,49,28,125
50000,51,28,127
51000,52,29,128
52000,52,31,129
53000,53,31,133
54000,54,32,135
55000,55,32,138
56000,56,32,140
57000,57,33,145
58000,59,33,148
59000,60,34,151
60000,61,35,154
61000,62,37,155
62000,63,37,158
63000,64,37,160
64000,64,38,165
65000,65,38,167
66000,66,40,172
67000,67,40,175
68000,69,41,178
69000,69,41,179
70000,70,41,182
71000,71,42,185
72000,71,43,190
73000,72,43,192
74000,72,43,195
75000,73,44,197
76000,75,45,202
77000,75,45,204
78000,75,46,206
79000,75,47,208
80000,76,47,212
81000,77,49,214
82000,78,49,218
83000,79,50,220
84000,79,50,223
85000,80,51,226
86000,81,51,227
87000,83,52,228
88000,84,52,231
89000,85,52,233
90000,85,52,236
91000,86,52,238
92000,88,53,239
93000,90,54,243
94000,91,54,245
95000,91,56,248
96000,92,56,251
97000,93,56,255
98000,93,56,258
99000,94,57,261
100000,94,58,264
